time,distance_permin_pernumber,shrimp_number
16-11-26,27.7237,36.48277012932833
16-12-26,36.2995,28.980919559552827
16-12-22,28.0810,24.350704577670307
16-09-29,37.1522,27.76714527027027
16-10-17,34.5341,29.013167890605217
17-01-04,24.0277,23.590469036888667
16-09-09,25.8655,28.288306997742662
16-11-02,33.9752,26.77562280555091
16-11-27,30.4157,29.37148342933467
16-10-21,24.1544,24.96359671196108
16-11-19,16.6628,23.2766835016835
16-10-28,33.5383,23.841293782470252
16-09-14,30.8660,27.4579624989199
16-11-22,20.7702,30.41675734494015
16-10-31,20.7242,22.751647237709072
16-09-13,22.9923,25.123180386481653
16-10-19,23.5195,19.990448261416002
16-09-18,37.7581,27.301380368098158
16-11-15,28.8040,23.8429457232651
16-09-16,29.6306,31.994633116311807
16-12-23,21.6720,35.08374466661089
16-11-17,17.1912,23.174474824941647
16-11-14,30.5385,35.67433763586956
17-01-22,27.4536,29.034569138276552
16-11-24,23.2943,38.09648684648685
17-01-05,25.4289,20.71516066784126
17-01-16,34.8188,22.124411962365592
16-12-17,29.2459,34.109598195639464
16-10-04,17.6186,20.274936357324695
17-01-18,26.3457,30.345762429095764
16-11-29,26.5331,31.11052499372017
17-01-08,23.2439,23.08034817542685
17-01-09,27.6387,31.551482254697287
16-12-11,29.3779,33.11826247070639
16-10-07,27.2725,26.38204313659923
16-10-27,30.3249,25.144524312896404
16-11-16,16.9777,25.71329315251967
16-10-26,23.8648,24.667589098532495
16-10-13,38.7415,27.207000502428404
17-01-13,40.2155,25.771717340461077
16-12-05,24.1175,37.60989103101425
17-01-12,27.4674,25.640097429867293
16-11-12,37.0013,34.14033606349742
16-11-23,23.2685,31.48078045526557
17-01-19,25.5252,26.661512605042017
16-09-11,28.6719,33.87043424427346
16-10-09,27.3082,22.758790974882928
16-11-01,28.3210,37.60392551585304
16-11-07,33.9278,30.381294964028775
16-12-25,29.9974,33.09819121447028
16-12-04,22.5238,30.360316798666112
16-12-06,20.0641,28.602154128746765
16-09-23,29.4531,25.76691983122363
16-12-19,31.9374,41.996082027342446
16-12-09,28.5995,33.639499492729115
17-01-03,25.5902,25.38796265421807
16-10-16,32.5946,25.711564396493593
16-09-22,29.5603,29.147098744485916
16-09-25,28.3092,25.82827944379293
16-09-26,30.5568,32.98997641509434
16-10-08,22.7686,21.267704671019587
16-10-05,24.8435,21.732719665271965
16-12-21,25.7663,29.15389751293607
16-10-18,23.0395,26.234322319622386
17-01-24,34.7850,27.799583680266444
16-12-27,31.9417,29.64267697998991
16-12-12,36.7515,32.927385544189164
16-12-31,26.1959,25.369541621441094
16-10-02,33.2967,24.241885169884494
16-12-03,20.8759,34.19336832458552
16-09-19,25.1167,24.762723950441217
16-10-12,34.9481,29.239019493014307
16-10-24,28.1082,30.950430494023237
16-10-22,28.6905,25.436008676789587
16-11-25,27.2828,35.40124705089316
16-10-03,33.9132,21.873431487368244
16-12-08,26.1778,23.597510026737968
16-12-14,40.4367,38.61515863689777
16-10-11,30.5095,26.366922691601268
16-09-24,24.9790,26.816359194676103
16-10-01,27.1346,22.65009640372202
16-10-23,23.7135,29.028339395990187
16-11-05,24.8877,28.295479325673067
16-10-29,23.5197,19.82077835309838
16-09-27,31.3235,21.201572672698063
16-10-06,26.5058,25.727780556945138
16-09-21,23.4726,25.707761017948933
16-12-18,29.6762,29.01765394912985
16-11-13,32.4989,37.04799125903513
16-09-15,33.0368,26.645481455685182
17-01-02,26.5210,25.275729774812344
17-01-21,42.4064,37.40637316561845
16-12-15,35.2093,26.15113160100587
16-09-17,35.6744,36.398840974944605
16-11-06,27.9017,21.281315196528414
16-11-08,26.3117,35.159772232456874
16-12-07,23.8898,34.284151636606545
16-10-14,29.1982,19.79442271722496
16-09-12,28.6067,29.176635924462012
16-12-29,32.6278,26.762045148247978
16-09-28,21.8715,28.584791146019278
16-10-15,32.5053,26.532275944401807
17-01-17,33.3936,32.25491343982604
16-11-03,26.7786,31.00633967300634
16-10-25,29.3217,17.729650431721016
16-11-28,25.4638,37.10377989630373
16-11-21,30.4841,26.344994978239036
17-01-15,26.5394,21.529519986619835
16-12-13,32.3782,30.546286193873268
17-01-14,33.6227,26.956063268892795
16-11-18,20.4789,19.89980860447699
16-12-24,29.9330,35.13753895392908
17-01-07,24.2371,25.038477659485288
16-11-04,22.1933,24.844380646795575
16-11-11,41.2641,35.8194885508942
16-12-16,29.9633,29.284865226854176
16-12-01,28.7398,33.41616516215313
17-01-01,22.5272,25.489562458249832
17-01-23,39.6941,23.42308981233244
16-12-28,32.7915,27.432173474533535
16-11-09,31.6224,30.012238055322715
16-12-02,22.0674,23.266537293283832
