day,time,tidal_range
22-Oct-20,23:59:59,-0.265
23-Oct-20,0:59:59,-0.2414
23-Oct-20,1:59:59,-0.1639
23-Oct-20,2:59:59,-0.0485
23-Oct-20,3:59:59,0.0803
23-Oct-20,4:59:59,0.1934
23-Oct-20,5:59:59,0.2633
23-Oct-20,6:59:59,0.2722
23-Oct-20,7:59:59,0.2188
23-Oct-20,8:59:59,0.1188
23-Oct-20,9:59:59,-0.0009
23-Oct-20,10:59:59,-0.1111
23-Oct-20,11:59:59,-0.1885
23-Oct-20,12:59:59,-0.2195
23-Oct-20,13:59:59,-0.2004
23-Oct-20,14:59:59,-0.137
23-Oct-20,15:59:59,-0.0437
23-Oct-20,16:59:59,0.0571
23-Oct-20,17:59:59,0.1394
23-Oct-20,18:59:59,0.1805
23-Oct-20,19:59:59,0.1688
23-Oct-20,20:59:59,0.1083
23-Oct-20,21:59:59,0.0168
23-Oct-20,22:59:59,-0.081
23-Oct-20,23:59:59,-0.1615
24-Oct-20,0:59:59,-0.2071
24-Oct-20,1:59:59,-0.208
24-Oct-20,2:59:59,-0.1624
24-Oct-20,3:59:59,-0.0771
24-Oct-20,4:59:59,0.0317
24-Oct-20,5:59:59,0.1399
24-Oct-20,6:59:59,0.2208
24-Oct-20,7:59:59,0.2538
24-Oct-20,8:59:59,0.231
24-Oct-20,9:59:59,0.1598
24-Oct-20,10:59:59,0.059
24-Oct-20,11:59:59,-0.0481
24-Oct-20,12:59:59,-0.1394
24-Oct-20,13:59:59,-0.1978
24-Oct-20,14:59:59,-0.2122
24-Oct-20,15:59:59,-0.1792
24-Oct-20,16:59:59,-0.1054
24-Oct-20,17:59:59,-0.0085
24-Oct-20,18:59:59,0.0857
24-Oct-20,19:59:59,0.1511
24-Oct-20,20:59:59,0.1697
24-Oct-20,21:59:59,0.138
24-Oct-20,22:59:59,0.0662
24-Oct-20,23:59:59,-0.0261
25-Oct-20,0:59:59,-0.1167
25-Oct-20,1:59:59,-0.1846
25-Oct-20,2:59:59,-0.2132
25-Oct-20,3:59:59,-0.1923
25-Oct-20,4:59:59,-0.1216
25-Oct-20,5:59:59,-0.0135
25-Oct-20,6:59:59,0.1076
25-Oct-20,7:59:59,0.2111
25-Oct-20,8:59:59,0.2701
25-Oct-20,9:59:59,0.2697
25-Oct-20,10:59:59,0.2112
25-Oct-20,11:59:59,0.1095
25-Oct-20,12:59:59,-0.0123
25-Oct-20,13:59:59,-0.1288
25-Oct-20,14:59:59,-0.2158
25-Oct-20,15:59:59,-0.2543
25-Oct-20,16:59:59,-0.2339
25-Oct-20,17:59:59,-0.1582
25-Oct-20,18:59:59,-0.0459
25-Oct-20,19:59:59,0.0726
25-Oct-20,20:59:59,0.1644
25-Oct-20,21:59:59,0.205
25-Oct-20,22:59:59,0.1851
25-Oct-20,23:59:59,0.1121
26-Oct-20,0:59:59,0.0059
26-Oct-20,1:59:59,-0.1074
26-Oct-20,2:59:59,-0.2004
26-Oct-20,3:59:59,-0.2489
26-Oct-20,4:59:59,-0.2367
26-Oct-20,5:59:59,-0.1608
26-Oct-20,6:59:59,-0.0355
26-Oct-20,7:59:59,0.1096
26-Oct-20,8:59:59,0.2369
26-Oct-20,9:59:59,0.3126
26-Oct-20,10:59:59,0.3176
26-Oct-20,11:59:59,0.2513
26-Oct-20,12:59:59,0.1305
26-Oct-20,13:59:59,-0.0173
26-Oct-20,14:59:59,-0.1598
26-Oct-20,15:59:59,-0.2654
26-Oct-20,16:59:59,-0.3094
26-Oct-20,17:59:59,-0.2796
26-Oct-20,18:59:59,-0.182
26-Oct-20,19:59:59,-0.0417
26-Oct-20,20:59:59,0.1032
26-Oct-20,21:59:59,0.2126
26-Oct-20,22:59:59,0.2577
26-Oct-20,23:59:59,0.2284
27-Oct-20,0:59:59,0.1348
27-Oct-20,1:59:59,0.002
27-Oct-20,2:59:59,-0.1366
27-Oct-20,3:59:59,-0.2465
27-Oct-20,4:59:59,-0.2983
27-Oct-20,5:59:59,-0.2744
27-Oct-20,6:59:59,-0.1751
27-Oct-20,7:59:59,-0.0213
27-Oct-20,8:59:59,0.1487
27-Oct-20,9:59:59,0.2898
27-Oct-20,10:59:59,0.3645
27-Oct-20,11:59:59,0.3536
27-Oct-20,12:59:59,0.2607
27-Oct-20,13:59:59,0.1091
27-Oct-20,14:59:59,-0.0656
27-Oct-20,15:59:59,-0.2238
27-Oct-20,16:59:59,-0.3292
27-Oct-20,17:59:59,-0.3561
27-Oct-20,18:59:59,-0.2964
27-Oct-20,19:59:59,-0.164
27-Oct-20,20:59:59,0.0067
27-Oct-20,21:59:59,0.1689
27-Oct-20,22:59:59,0.2784
27-Oct-20,23:59:59,0.3065
28-Oct-20,0:59:59,0.2482
28-Oct-20,1:59:59,0.1212
28-Oct-20,2:59:59,-0.0405
28-Oct-20,3:59:59,-0.196
28-Oct-20,4:59:59,-0.3059
28-Oct-20,5:59:59,-0.3403
28-Oct-20,6:59:59,-0.286
28-Oct-20,7:59:59,-0.1515
28-Oct-20,8:59:59,0.0317
28-Oct-20,9:59:59,0.2165
28-Oct-20,10:59:59,0.3533
28-Oct-20,11:59:59,0.4052
28-Oct-20,12:59:59,0.359
28-Oct-20,13:59:59,0.2275
28-Oct-20,14:59:59,0.0439
28-Oct-20,15:59:59,-0.1479
28-Oct-20,16:59:59,-0.3033
28-Oct-20,17:59:59,-0.3859
28-Oct-20,18:59:59,-0.375
28-Oct-20,19:59:59,-0.272
28-Oct-20,20:59:59,-0.102
28-Oct-20,21:59:59,0.0902
28-Oct-20,22:59:59,0.2523
28-Oct-20,23:59:59,0.3402
29-Oct-20,0:59:59,0.3315
29-Oct-20,1:59:59,0.2314
29-Oct-20,2:59:59,0.0686
29-Oct-20,3:59:59,-0.1136
29-Oct-20,4:59:59,-0.269
29-Oct-20,5:59:59,-0.358
29-Oct-20,6:59:59,-0.3559
29-Oct-20,7:59:59,-0.259
29-Oct-20,8:59:59,-0.088
29-Oct-20,9:59:59,0.115
29-Oct-20,10:59:59,0.2965
29-Oct-20,11:59:59,0.407
29-Oct-20,12:59:59,0.4163
29-Oct-20,13:59:59,0.3225
29-Oct-20,14:59:59,0.1507
29-Oct-20,15:59:59,-0.0555
29-Oct-20,16:59:59,-0.2461
29-Oct-20,17:59:59,-0.3764
29-Oct-20,18:59:59,-0.4157
29-Oct-20,19:59:59,-0.3536
29-Oct-20,20:59:59,-0.2044
29-Oct-20,21:59:59,-0.0054
29-Oct-20,22:59:59,0.191
29-Oct-20,23:59:59,0.3313
30-Oct-20,0:59:59,0.3778
30-Oct-20,1:59:59,0.3197
30-Oct-20,2:59:59,0.1752
30-Oct-20,3:59:59,-0.015
30-Oct-20,4:59:59,-0.2008
30-Oct-20,5:59:59,-0.3352
30-Oct-20,6:59:59,-0.3841
30-Oct-20,7:59:59,-0.3332
30-Oct-20,8:59:59,-0.1919
30-Oct-20,9:59:59,0.0065
30-Oct-20,10:59:59,0.2115
30-Oct-20,11:59:59,0.3681
30-Oct-20,12:59:59,0.4327
30-Oct-20,13:59:59,0.3871
30-Oct-20,14:59:59,0.2437
30-Oct-20,15:59:59,0.0407
30-Oct-20,16:59:59,-0.1703
30-Oct-20,17:59:59,-0.338
30-Oct-20,18:59:59,-0.4232
30-Oct-20,19:59:59,-0.4059
30-Oct-20,20:59:59,-0.2898
30-Oct-20,21:59:59,-0.1028
30-Oct-20,22:59:59,0.1081
30-Oct-20,23:59:59,0.2872
31-Oct-20,0:59:59,0.3861
31-Oct-20,1:59:59,0.3784
31-Oct-20,2:59:59,0.2682
31-Oct-20,3:59:59,0.0877
31-Oct-20,4:59:59,-0.1131
31-Oct-20,5:59:59,-0.282
31-Oct-20,6:59:59,-0.3764
31-Oct-20,7:59:59,-0.373
31-Oct-20,8:59:59,-0.2711
31-Oct-20,9:59:59,-0.0941
31-Oct-20,10:59:59,0.1145
31-Oct-20,11:59:59,0.3006
31-Oct-20,12:59:59,0.4129
31-Oct-20,13:59:59,0.4193
31-Oct-20,14:59:59,0.3169
31-Oct-20,15:59:59,0.1331
31-Oct-20,16:59:59,-0.0836
31-Oct-20,17:59:59,-0.278
31-Oct-20,18:59:59,-0.4033
31-Oct-20,19:59:59,-0.4306
31-Oct-20,20:59:59,-0.3544
31-Oct-20,21:59:59,-0.1927
31-Oct-20,22:59:59,0.0151
31-Oct-20,23:59:59,0.2168
1-Nov-20,0:59:59,0.3591
1-Nov-20,1:59:59,0.4037
1-Nov-20,2:59:59,0.3392
1-Nov-20,3:59:59,0.1851
1-Nov-20,4:59:59,-0.0147
1-Nov-20,5:59:59,-0.2058
1-Nov-20,6:59:59,-0.3389
1-Nov-20,7:59:59,-0.3815
1-Nov-20,8:59:59,-0.3237
1-Nov-20,9:59:59,-0.1794
1-Nov-20,10:59:59,0.0165
1-Nov-20,11:59:59,0.215
1-Nov-20,12:59:59,0.3632
1-Nov-20,13:59:59,0.4196
1-Nov-20,14:59:59,0.3663
1-Nov-20,15:59:59,0.2162
1-Nov-20,16:59:59,0.0095
1-Nov-20,17:59:59,-0.1996
1-Nov-20,18:59:59,-0.3582
1-Nov-20,19:59:59,-0.4288
1-Nov-20,20:59:59,-0.3963
1-Nov-20,21:59:59,-0.2697
1-Nov-20,22:59:59,-0.0795
1-Nov-20,23:59:59,0.1282
2-Nov-20,0:59:59,0.3011
2-Nov-20,1:59:59,0.3939
2-Nov-20,2:59:59,0.3817
2-Nov-20,3:59:59,0.2685
2-Nov-20,4:59:59,0.087
2-Nov-20,5:59:59,-0.112
2-Nov-20,6:59:59,-0.275
2-Nov-20,7:59:59,-0.3608
2-Nov-20,8:59:59,-0.3498
2-Nov-20,9:59:59,-0.2462
2-Nov-20,10:59:59,-0.0761
2-Nov-20,11:59:59,0.1187
2-Nov-20,12:59:59,0.2886
2-Nov-20,13:59:59,0.3877
2-Nov-20,14:59:59,0.3868
2-Nov-20,15:59:59,0.2833
2-Nov-20,16:59:59,0.1034
2-Nov-20,17:59:59,-0.105
2-Nov-20,18:59:59,-0.2873
2-Nov-20,19:59:59,-0.3981
2-Nov-20,20:59:59,-0.4122
2-Nov-20,21:59:59,-0.3286
2-Nov-20,22:59:59,-0.1688
2-Nov-20,23:59:59,0.029
3-Nov-20,0:59:59,0.2171
3-Nov-20,1:59:59,0.3487
3-Nov-20,2:59:59,0.3894
3-Nov-20,3:59:59,0.3284
3-Nov-20,4:59:59,0.1828
3-Nov-20,5:59:59,-0.0062
3-Nov-20,6:59:59,-0.1861
3-Nov-20,7:59:59,-0.3096
3-Nov-20,8:59:59,-0.3467
3-Nov-20,9:59:59,-0.2909
3-Nov-20,10:59:59,-0.1583
3-Nov-20,11:59:59,0.0176
3-Nov-20,12:59:59,0.1932
3-Nov-20,13:59:59,0.3235
3-Nov-20,14:59:59,0.3725
3-Nov-20,15:59:59,0.324
3-Nov-20,16:59:59,0.188
3-Nov-20,17:59:59,-0.0002
3-Nov-20,18:59:59,-0.1908
3-Nov-20,19:59:59,-0.3341
3-Nov-20,20:59:59,-0.3952
3-Nov-20,21:59:59,-0.3617
3-Nov-20,22:59:59,-0.2444
3-Nov-20,23:59:59,-0.0723
4-Nov-20,0:59:59,0.1138
4-Nov-20,1:59:59,0.2698
4-Nov-20,2:59:59,0.3575
4-Nov-20,3:59:59,0.354
4-Nov-20,4:59:59,0.2602
4-Nov-20,5:59:59,0.1021
4-Nov-20,6:59:59,-0.0761
4-Nov-20,7:59:59,-0.2257
4-Nov-20,8:59:59,-0.3083
4-Nov-20,9:59:59,-0.3056
4-Nov-20,10:59:59,-0.222
4-Nov-20,11:59:59,-0.0806
4-Nov-20,12:59:59,0.0829
4-Nov-20,13:59:59,0.2283
4-Nov-20,14:59:59,0.3179
4-Nov-20,15:59:59,0.3264
4-Nov-20,16:59:59,0.2481
4-Nov-20,17:59:59,0.1013
4-Nov-20,18:59:59,-0.0757
4-Nov-20,19:59:59,-0.2359
4-Nov-20,20:59:59,-0.3381
4-Nov-20,21:59:59,-0.3582
4-Nov-20,22:59:59,-0.2942
4-Nov-20,23:59:59,-0.1639
5-Nov-20,0:59:59,0.0011
5-Nov-20,1:59:59,0.1631
5-Nov-20,2:59:59,0.2844
5-Nov-20,3:59:59,0.3357
5-Nov-20,4:59:59,0.3039
5-Nov-20,5:59:59,0.1971
5-Nov-20,6:59:59,0.0446
5-Nov-20,7:59:59,-0.1114
5-Nov-20,8:59:59,-0.2292
5-Nov-20,9:59:59,-0.2799
5-Nov-20,10:59:59,-0.2544
5-Nov-20,11:59:59,-0.1632
5-Nov-20,12:59:59,-0.0313
5-Nov-20,13:59:59,0.1087
5-Nov-20,14:59:59,0.2225
5-Nov-20,15:59:59,0.2809
5-Nov-20,16:59:59,0.2663
5-Nov-20,17:59:59,0.1795
5-Nov-20,18:59:59,0.0414
5-Nov-20,19:59:59,-0.1116
5-Nov-20,20:59:59,-0.239
5-Nov-20,21:59:59,-0.3082
5-Nov-20,22:59:59,-0.3039
5-Nov-20,23:59:59,-0.23
6-Nov-20,0:59:59,-0.1058
6-Nov-20,1:59:59,0.0399
6-Nov-20,2:59:59,0.1749
6-Nov-20,3:59:59,0.2689
6-Nov-20,4:59:59,0.2995
6-Nov-20,5:59:59,0.2586
6-Nov-20,6:59:59,0.1567
6-Nov-20,7:59:59,0.0213
6-Nov-20,8:59:59,-0.1108
6-Nov-20,9:59:59,-0.2053
6-Nov-20,10:59:59,-0.2406
6-Nov-20,11:59:59,-0.2124
6-Nov-20,12:59:59,-0.1319
6-Nov-20,13:59:59,-0.0208
6-Nov-20,14:59:59,0.0941
6-Nov-20,15:59:59,0.1852
6-Nov-20,16:59:59,0.2291
6-Nov-20,17:59:59,0.2122
6-Nov-20,18:59:59,0.136
6-Nov-20,19:59:59,0.0193
6-Nov-20,20:59:59,-0.107
6-Nov-20,21:59:59,-0.2091
6-Nov-20,22:59:59,-0.2613
6-Nov-20,23:59:59,-0.2527
7-Nov-20,0:59:59,-0.1875
7-Nov-20,1:59:59,-0.0817
7-Nov-20,2:59:59,0.0419
7-Nov-20,3:59:59,0.1572
7-Nov-20,4:59:59,0.2391
7-Nov-20,5:59:59,0.2679
7-Nov-20,6:59:59,0.2355
7-Nov-20,7:59:59,0.1497
7-Nov-20,8:59:59,0.0333
7-Nov-20,9:59:59,-0.0828
7-Nov-20,10:59:59,-0.1697
7-Nov-20,11:59:59,-0.2091
7-Nov-20,12:59:59,-0.196
7-Nov-20,13:59:59,-0.1375
7-Nov-20,14:59:59,-0.049
7-Nov-20,15:59:59,0.049
7-Nov-20,16:59:59,0.1336
7-Nov-20,17:59:59,0.1829
7-Nov-20,18:59:59,0.1818
7-Nov-20,19:59:59,0.1283
7-Nov-20,20:59:59,0.0356
7-Nov-20,21:59:59,-0.0711
7-Nov-20,22:59:59,-0.1633
7-Nov-20,23:59:59,-0.2178
8-Nov-20,0:59:59,-0.2227
8-Nov-20,1:59:59,-0.1781
8-Nov-20,2:59:59,-0.0933
8-Nov-20,3:59:59,0.0151
8-Nov-20,4:59:59,0.1255
8-Nov-20,5:59:59,0.2136
8-Nov-20,6:59:59,0.2574
8-Nov-20,7:59:59,0.2444
8-Nov-20,8:59:59,0.1767
8-Nov-20,9:59:59,0.072
8-Nov-20,10:59:59,-0.0431
8-Nov-20,11:59:59,-0.1412
8-Nov-20,12:59:59,-0.2016
8-Nov-20,13:59:59,-0.2145
8-Nov-20,14:59:59,-0.1796
8-Nov-20,15:59:59,-0.1057
8-Nov-20,16:59:59,-0.0089
8-Nov-20,17:59:59,0.0881
8-Nov-20,18:59:59,0.16
8-Nov-20,19:59:59,0.186
8-Nov-20,20:59:59,0.1574
8-Nov-20,21:59:59,0.0814
8-Nov-20,22:59:59,-0.0207
8-Nov-20,23:59:59,-0.1214
9-Nov-20,0:59:59,-0.1954
9-Nov-20,1:59:59,-0.2253
9-Nov-20,2:59:59,-0.2035
9-Nov-20,3:59:59,-0.1327
9-Nov-20,4:59:59,-0.025
9-Nov-20,5:59:59,0.0982
9-Nov-20,6:59:59,0.2085
9-Nov-20,7:59:59,0.2775
9-Nov-20,8:59:59,0.2854
9-Nov-20,9:59:59,0.2285
9-Nov-20,10:59:59,0.1209
9-Nov-20,11:59:59,-0.0107
9-Nov-20,12:59:59,-0.1357
9-Nov-20,13:59:59,-0.2272
9-Nov-20,14:59:59,-0.267
9-Nov-20,15:59:59,-0.2475
9-Nov-20,16:59:59,-0.1728
9-Nov-20,17:59:59,-0.059
9-Nov-20,18:59:59,0.0667
9-Nov-20,19:59:59,0.1714
9-Nov-20,20:59:59,0.2257
9-Nov-20,21:59:59,0.2141
9-Nov-20,22:59:59,0.14
9-Nov-20,23:59:59,0.0245
10-Nov-20,0:59:59,-0.1012
10-Nov-20,1:59:59,-0.2051
10-Nov-20,2:59:59,-0.2617
10-Nov-20,3:59:59,-0.2556
10-Nov-20,4:59:59,-0.1845
10-Nov-20,5:59:59,-0.0602
10-Nov-20,6:59:59,0.0911
10-Nov-20,7:59:59,0.233
10-Nov-20,8:59:59,0.328
10-Nov-20,9:59:59,0.349
10-Nov-20,10:59:59,0.2885
10-Nov-20,11:59:59,0.1612
10-Nov-20,12:59:59,-0.0019
10-Nov-20,13:59:59,-0.1625
10-Nov-20,14:59:59,-0.2849
10-Nov-20,15:59:59,-0.3428
10-Nov-20,16:59:59,-0.3232
10-Nov-20,17:59:59,-0.2297
10-Nov-20,18:59:59,-0.0831
10-Nov-20,19:59:59,0.0806
10-Nov-20,20:59:59,0.2182
10-Nov-20,21:59:59,0.2921
10-Nov-20,22:59:59,0.2822
10-Nov-20,23:59:59,0.192
11-Nov-20,0:59:59,0.0473
11-Nov-20,1:59:59,-0.113
11-Nov-20,2:59:59,-0.248
11-Nov-20,3:59:59,-0.3234
11-Nov-20,4:59:59,-0.3186
11-Nov-20,5:59:59,-0.2303
11-Nov-20,6:59:59,-0.0747
11-Nov-20,7:59:59,0.1132
11-Nov-20,8:59:59,0.2865
11-Nov-20,9:59:59,0.3988
11-Nov-20,10:59:59,0.4181
11-Nov-20,11:59:59,0.3374
11-Nov-20,12:59:59,0.1761
11-Nov-20,13:59:59,-0.026
11-Nov-20,14:59:59,-0.221
11-Nov-20,15:59:59,-0.3646
11-Nov-20,16:59:59,-0.4243
11-Nov-20,17:59:59,-0.3864
11-Nov-20,18:59:59,-0.2584
11-Nov-20,19:59:59,-0.0703
11-Nov-20,20:59:59,0.1307
11-Nov-20,21:59:59,0.2918
11-Nov-20,22:59:59,0.3693
11-Nov-20,23:59:59,0.3427
12-Nov-20,0:59:59,0.2208
12-Nov-20,1:59:59,0.0377
12-Nov-20,2:59:59,-0.1577
12-Nov-20,3:59:59,-0.3152
12-Nov-20,4:59:59,-0.3948
12-Nov-20,5:59:59,-0.3742
12-Nov-20,6:59:59,-0.2541
12-Nov-20,7:59:59,-0.0593
12-Nov-20,8:59:59,0.1642
12-Nov-20,9:59:59,0.3593
12-Nov-20,10:59:59,0.4733
12-Nov-20,11:59:59,0.4736
12-Nov-20,12:59:59,0.3584
12-Nov-20,13:59:59,0.1561
12-Nov-20,14:59:59,-0.0829
12-Nov-20,15:59:59,-0.3016
12-Nov-20,16:59:59,-0.4491
12-Nov-20,17:59:59,-0.4918
12-Nov-20,18:59:59,-0.4194
12-Nov-20,19:59:59,-0.2483
12-Nov-20,20:59:59,-0.0196
12-Nov-20,21:59:59,0.2086
12-Nov-20,22:59:59,0.3762
12-Nov-20,23:59:59,0.4384
13-Nov-20,0:59:59,0.3792
13-Nov-20,1:59:59,0.2164
13-Nov-20,2:59:59,-0.0048
13-Nov-20,3:59:59,-0.2261
13-Nov-20,4:59:59,-0.3909
13-Nov-20,5:59:59,-0.4571
13-Nov-20,6:59:59,-0.406
13-Nov-20,7:59:59,-0.2463
13-Nov-20,8:59:59,-0.0138
13-Nov-20,9:59:59,0.2348
13-Nov-20,10:59:59,0.4351
13-Nov-20,11:59:59,0.5324
13-Nov-20,12:59:59,0.499
13-Nov-20,13:59:59,0.3419
13-Nov-20,14:59:59,0.1011
13-Nov-20,15:59:59,-0.1634
13-Nov-20,16:59:59,-0.3876
13-Nov-20,17:59:59,-0.5193
13-Nov-20,18:59:59,-0.5282
13-Nov-20,19:59:59,-0.4122
13-Nov-20,20:59:59,-0.1987
13-Nov-20,21:59:59,0.0601
13-Nov-20,22:59:59,0.2982
13-Nov-20,23:59:59,0.4528
14-Nov-20,0:59:59,0.4829
14-Nov-20,1:59:59,0.3817
14-Nov-20,2:59:59,0.1784
14-Nov-20,3:59:59,-0.0715
14-Nov-20,4:59:59,-0.3027
14-Nov-20,5:59:59,-0.4564
14-Nov-20,6:59:59,-0.494
14-Nov-20,7:59:59,-0.4044
14-Nov-20,8:59:59,-0.2066
14-Nov-20,9:59:59,0.0528
14-Nov-20,10:59:59,0.3092
14-Nov-20,11:59:59,0.4953
14-Nov-20,12:59:59,0.5602
14-Nov-20,13:59:59,0.4848
14-Nov-20,14:59:59,0.2879
14-Nov-20,15:59:59,0.0202
14-Nov-20,16:59:59,-0.2512
14-Nov-20,17:59:59,-0.4605
14-Nov-20,18:59:59,-0.5589
14-Nov-20,19:59:59,-0.5241
14-Nov-20,20:59:59,-0.3647
14-Nov-20,21:59:59,-0.1189
14-Nov-20,22:59:59,0.1527
14-Nov-20,23:59:59,0.3805
15-Nov-20,0:59:59,0.5047
15-Nov-20,1:59:59,0.4929
15-Nov-20,2:59:59,0.3496
15-Nov-20,3:59:59,0.1154
15-Nov-20,4:59:59,-0.1468
15-Nov-20,5:59:59,-0.3689
15-Nov-20,6:59:59,-0.4957
15-Nov-20,7:59:59,-0.4959
15-Nov-20,8:59:59,-0.3687
15-Nov-20,9:59:59,-0.1435
15-Nov-20,10:59:59,0.1253
15-Nov-20,11:59:59,0.3695
15-Nov-20,12:59:59,0.5246
15-Nov-20,13:59:59,0.5477
15-Nov-20,14:59:59,0.4314
15-Nov-20,15:59:59,0.2058
15-Nov-20,16:59:59,-0.0705
15-Nov-20,17:59:59,-0.328
15-Nov-20,18:59:59,-0.5044
15-Nov-20,19:59:59,-0.5588
15-Nov-20,20:59:59,-0.4797
15-Nov-20,21:59:59,-0.2863
15-Nov-20,22:59:59,-0.0252
15-Nov-20,23:59:59,0.239
16-Nov-20,0:59:59,0.4389
16-Nov-20,1:59:59,0.5221
16-Nov-20,2:59:59,0.4673
16-Nov-20,3:59:59,0.2911
16-Nov-20,4:59:59,0.0423
16-Nov-20,5:59:59,-0.2128
16-Nov-20,6:59:59,-0.4093
16-Nov-20,7:59:59,-0.4995
16-Nov-20,8:59:59,-0.4624
16-Nov-20,9:59:59,-0.3073
16-Nov-20,10:59:59,-0.0716
16-Nov-20,11:59:59,0.1866
16-Nov-20,12:59:59,0.4012
16-Nov-20,13:59:59,0.5149
16-Nov-20,14:59:59,0.496
16-Nov-20,15:59:59,0.3486
16-Nov-20,16:59:59,0.1118
16-Nov-20,17:59:59,-0.1526
16-Nov-20,18:59:59,-0.378
16-Nov-20,19:59:59,-0.5103
16-Nov-20,20:59:59,-0.5194
16-Nov-20,21:59:59,-0.4045
16-Nov-20,22:59:59,-0.1934
16-Nov-20,23:59:59,0.0633
17-Nov-20,0:59:59,0.3024
17-Nov-20,1:59:59,0.463
17-Nov-20,2:59:59,0.5035
17-Nov-20,3:59:59,0.4141
17-Nov-20,4:59:59,0.2208
17-Nov-20,5:59:59,-0.0235
17-Nov-20,6:59:59,-0.2546
17-Nov-20,7:59:59,-0.4151
17-Nov-20,8:59:59,-0.4676
17-Nov-20,9:59:59,-0.4019
17-Nov-20,10:59:59,-0.235
17-Nov-20,11:59:59,-0.008
17-Nov-20,12:59:59,0.2223
17-Nov-20,13:59:59,0.3965
17-Nov-20,14:59:59,0.4675
17-Nov-20,15:59:59,0.4152
17-Nov-20,16:59:59,0.253
17-Nov-20,17:59:59,0.0246
17-Nov-20,18:59:59,-0.2102
17-Nov-20,19:59:59,-0.3923
17-Nov-20,20:59:59,-0.4785
17-Nov-20,21:59:59,-0.4501
17-Nov-20,22:59:59,-0.3149
17-Nov-20,23:59:59,-0.105
18-Nov-20,0:59:59,0.13
18-Nov-20,1:59:59,0.3325
18-Nov-20,2:59:59,0.4515
18-Nov-20,3:59:59,0.4565
18-Nov-20,4:59:59,0.3474
18-Nov-20,5:59:59,0.1553
18-Nov-20,6:59:59,-0.0676
18-Nov-20,7:59:59,-0.264
18-Nov-20,8:59:59,-0.3866
18-Nov-20,9:59:59,-0.409
18-Nov-20,10:59:59,-0.3293
18-Nov-20,11:59:59,-0.1686
18-Nov-20,12:59:59,0.0331
18-Nov-20,13:59:59,0.225
18-Nov-20,14:59:59,0.357
18-Nov-20,15:59:59,0.3928
18-Nov-20,16:59:59,0.322
18-Nov-20,17:59:59,0.1634
18-Nov-20,18:59:59,-0.0397
18-Nov-20,19:59:59,-0.2339
18-Nov-20,20:59:59,-0.3706
18-Nov-20,21:59:59,-0.4181
18-Nov-20,22:59:59,-0.3668
18-Nov-20,23:59:59,-0.2294
19-Nov-20,0:59:59,-0.0374
19-Nov-20,1:59:59,0.1647
19-Nov-20,2:59:59,0.328
19-Nov-20,3:59:59,0.4118
19-Nov-20,4:59:59,0.395
19-Nov-20,5:59:59,0.2834
19-Nov-20,6:59:59,0.1087
19-Nov-20,7:59:59,-0.0823
19-Nov-20,8:59:59,-0.2417
19-Nov-20,9:59:59,-0.333
19-Nov-20,10:59:59,-0.3389
19-Nov-20,11:59:59,-0.2618
19-Nov-20,12:59:59,-0.1225
19-Nov-20,13:59:59,0.0442
19-Nov-20,14:59:59,0.1961
19-Nov-20,15:59:59,0.2929
19-Nov-20,16:59:59,0.3076
19-Nov-20,17:59:59,0.2354
19-Nov-20,18:59:59,0.0963
19-Nov-20,19:59:59,-0.0713
19-Nov-20,20:59:59,-0.2232
19-Nov-20,21:59:59,-0.3218
19-Nov-20,22:59:59,-0.3447
19-Nov-20,23:59:59,-0.2877
20-Nov-20,0:59:59,-0.1639
20-Nov-20,1:59:59,-0.0003
20-Nov-20,2:59:59,0.1663
20-Nov-20,3:59:59,0.2964
20-Nov-20,4:59:59,0.3578
20-Nov-20,5:59:59,0.3352
20-Nov-20,6:59:59,0.2362
20-Nov-20,7:59:59,0.0886
20-Nov-20,8:59:59,-0.0685
20-Nov-20,9:59:59,-0.1971
20-Nov-20,10:59:59,-0.2699
20-Nov-20,11:59:59,-0.2746
20-Nov-20,12:59:59,-0.2142
20-Nov-20,13:59:59,-0.1048
20-Nov-20,14:59:59,0.0262
20-Nov-20,15:59:59,0.1454
20-Nov-20,16:59:59,0.2206
20-Nov-20,17:59:59,0.2304
20-Nov-20,18:59:59,0.1717
20-Nov-20,19:59:59,0.0613
20-Nov-20,20:59:59,-0.0697
20-Nov-20,21:59:59,-0.1865
20-Nov-20,22:59:59,-0.2606
20-Nov-20,23:59:59,-0.2755
21-Nov-20,0:59:59,-0.2281
21-Nov-20,1:59:59,-0.1277
21-Nov-20,2:59:59,0.0054
21-Nov-20,3:59:59,0.1426
21-Nov-20,4:59:59,0.2516
21-Nov-20,5:59:59,0.3056
21-Nov-20,6:59:59,0.291
21-Nov-20,7:59:59,0.2133
21-Nov-20,8:59:59,0.0942
21-Nov-20,9:59:59,-0.0354
21-Nov-20,10:59:59,-0.1457
21-Nov-20,11:59:59,-0.2147
21-Nov-20,12:59:59,-0.2312
21-Nov-20,13:59:59,-0.1947
21-Nov-20,14:59:59,-0.1149
21-Nov-20,15:59:59,-0.0116
21-Nov-20,16:59:59,0.0888
21-Nov-20,17:59:59,0.1584
21-Nov-20,18:59:59,0.1773
21-Nov-20,19:59:59,0.1404
21-Nov-20,20:59:59,0.0592
21-Nov-20,21:59:59,-0.0427
21-Nov-20,22:59:59,-0.1382
21-Nov-20,23:59:59,-0.2042
