time,distance_permin_pernumber,shrimp_number
 2019-02-16 00:01:09,14.56,15.6
 2019-02-17 00:01:11,13.66,13.32
 2019-02-18 00:01:13,12.97,24.39
 2019-02-19 00:01:15,15.11,26.59
 2019-02-21 00:01:18,15.16,22.01
 2019-02-22 00:01:19,13.47,16.37
 2019-02-23 00:01:22,13.18,12.14
 2019-02-24 00:01:24,12.24,18.87
 2019-02-25 00:01:25,15.43,16.53
 2019-02-26 00:01:26,10.77,11.12
 2019-02-27 00:01:32,14.08,14.55
 2019-02-28 00:01:30,9.87,13.55
 2019-03-01 00:01:33,9.32,14.76
 2019-03-02 00:01:34,11.87,14.49
 2019-03-03 00:01:35,10.17,12.88
 2019-03-04 00:01:39,12.44,18.03
 2019-03-05 00:01:40,10.57,15.71
 2019-03-06 00:01:42,16.13,14.54
 2019-03-07 00:01:44,13.25,14.89
 2019-03-08 00:01:46,14.97,15.16
 2019-03-09 00:01:53,10.01,15.61
 2019-03-11 00:01:48,10.43,12.56
 2019-03-12 00:01:52,13.89,14.63
 2019-03-13 00:01:53,7.94,11.39
 2019-03-14 00:01:55,14.55,10.98
 2019-03-15 00:01:58,13.13,8.51
 2019-03-16 00:01:59,10.29,11.79
 2019-03-17 00:02:01,10.73,12.86
 2019-03-18 00:02:05,13.77,14.55
 2019-03-19 00:02:04,11.01,11.29
 2019-03-21 00:02:08,10.78,8.2
 2019-03-22 00:02:10,13.69,12.8
 2019-03-23 00:02:12,6.55,7.79
 2019-03-24 00:02:13,12.76,9.79
 2019-03-25 00:02:14,9.62,12.47
 2019-03-26 00:02:17,10.07,13.48
 2019-03-27 00:02:19,9.17,13.7
 2019-03-28 00:02:20,9.31,8.82
 2019-03-29 00:02:21,9.39,14.9
 2019-03-31 00:02:25,8.85,11.28
 2019-04-01 00:02:33,7.73,17.18
 2019-04-02 00:02:29,7.97,10.15
 2019-04-03 00:02:30,8.1,13.93
 2019-04-04 00:02:34,9.84,10.93
 2019-04-05 00:02:37,13.81,13.42
 2019-04-06 00:02:37,12.34,12.19
 2019-04-07 00:02:38,12.45,16.81
 2019-04-08 00:02:43,9.03,15.52
 2019-04-09 00:02:42,15.19,13.82
 2019-04-11 00:02:50,10.99,19.08
 2019-04-12 00:02:46,8.36,13.23
 2019-04-13 00:02:48,8.27,17.18
 2019-04-14 00:02:49,7.58,8.75
 2019-04-15 00:02:52,7.92,9.6
 2019-04-16 00:02:53,9.53,10.39
 2019-04-17 00:02:57,10.59,12.43
 2019-04-18 00:02:59,9.64,10.61
 2019-04-19 00:03:00,13.13,12.07
 2019-04-21 00:03:02,15.27,16.51
 2019-04-22 00:03:05,14.66,16.51
 2019-04-23 00:03:07,13.33,14.89
 2019-04-24 00:03:09,12.26,15.25
 2019-04-25 00:03:10,11.03,10.67
 2019-04-26 00:03:13,9.78,10.62
 2019-04-27 00:03:13,10.21,9.36
 2019-04-28 00:03:18,12.12,10.63
 2019-04-29 00:03:15,7.85,7.01
 2019-05-01 00:03:21,14.23,11.7
 2019-05-02 00:03:22,15.02,9.33
 2019-05-03 00:03:23,12.21,12.9
 2019-05-04 00:03:25,10.38,15.44
 2019-05-05 00:03:27,7.83,12.17
 2019-05-06 00:03:28,13.95,12.85
 2019-05-07 00:03:31,12.59,12.43
 2019-05-08 00:03:33,10.62,10.53
 2019-05-09 00:03:35,11.51,9.34
 2019-05-11 00:03:37,11.68,18.8
 2019-05-12 00:03:39,16.03,16.96
 2019-05-13 00:03:43,11.95,14.33
 2019-05-14 00:03:42,10.35,21.03
 2019-05-15 00:03:46,12.19,20.02
 2019-05-16 00:03:48,11.86,16.93
 2019-05-17 00:03:49,16.34,17.18
 2019-05-18 00:03:52,11.4,18.77
 2019-05-19 00:03:53,14.62,23.61
 2019-05-21 00:03:56,11.99,13.86
 2019-05-22 00:03:57,11.09,14.1
 2019-05-23 00:03:59,12.15,15.49
 2019-05-24 00:04:01,9.71,13.57
 2019-05-25 00:04:09,13.96,17.33
 2019-05-26 00:04:04,13.59,11.32
 2019-05-27 00:04:08,14.43,12.97
 2019-05-28 00:04:08,13.45,16.48
 2019-05-29 00:04:10,13.37,14.8
 2019-05-31 00:04:13,12.94,21.94
 2019-06-01 00:04:15,13.15,14.43
 2019-06-02 00:04:18,18.95,18.51
 2019-06-04 00:04:20,12.96,13.54
 2019-06-05 00:04:23,12.61,16.42
 2019-06-06 00:04:23,15.13,10.96
 2019-06-07 00:04:28,14.76,13.75
 2019-06-08 00:04:30,6.79,14.3
 2019-06-09 00:04:30,8.74,13.98
 2019-06-11 00:04:36,14.06,10.73
 2019-06-12 00:04:35,9.6,11.68
 2019-06-13 00:04:37,17.62,15.95
